行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
3640,JP-2020-2833350,2020/8/28,2020/9/2,通常配送,細義-20530,細川 義雄,消費者,鶴岡市,山形県,日本,東北地方,家具-椅子-10004094,家具,椅子,"Novimex 肘掛け椅子, 調整可能",214872,7,0,77350
3641,JP-2020-2833350,2020/8/28,2020/9/2,通常配送,細義-20530,細川 義雄,消費者,鶴岡市,山形県,日本,東北地方,家電-事務-10003411,家電,事務機器,"StarTech 計算機, 高耐久性",10688,4,0,2672
3642,JP-2022-2531509,2022/12/15,2022/12/19,通常配送,笹大-16015,笹淵 大輔,消費者,いわき市,福島県,日本,東北地方,事務用-紙-10004784,事務用品,紙,"サンディスク ノート, 12 パック",2716.8,2,0.4,-3.2
3643,JP-2022-2531509,2022/12/15,2022/12/19,通常配送,笹大-16015,笹淵 大輔,消費者,いわき市,福島県,日本,東北地方,事務用-文房-10000531,事務用品,文房具,"Elite はさみ, 長方形",4615.2,6,0.4,-2164.8
3644,JP-2021-2600690,2021/1/1,2021/1/5,通常配送,横翼-11575,横町 翼,大企業,横手市,秋田県,日本,東北地方,事務用-バイ-10002170,事務用品,バインダー,"アコ とじ機, クリア",23590,7,0,5894
3645,JP-2021-2600690,2021/1/1,2021/1/5,通常配送,横翼-11575,横町 翼,大企業,横手市,秋田県,日本,東北地方,事務用-ラベ-10004279,事務用品,ラベル,"Hon 法的提出用ラベル, 白",4344,6,0,1596
3646,JP-2021-2600690,2021/1/1,2021/1/5,通常配送,横翼-11575,横町 翼,大企業,横手市,秋田県,日本,東北地方,事務用-バイ-10004069,事務用品,バインダー,"Avery バインダー カバー, クリア",2106,3,0,60
3647,JP-2021-2600690,2021/1/1,2021/1/5,通常配送,横翼-11575,横町 翼,大企業,横手市,秋田県,日本,東北地方,事務用-アプ-10001628,事務用品,アプライアンス,"キッチンエイド コーヒーミル, シルバー",23740,5,0,6170
3648,JP-2021-2600690,2021/1/1,2021/1/5,通常配送,横翼-11575,横町 翼,大企業,横手市,秋田県,日本,東北地方,家電-付属-10003787,家電,付属品,"ベルキン メモリ カード, プログラミング可能",54278,7,0,14112
3649,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,事務用-ラベ-10003446,事務用品,ラベル,"Harbour Creations 法的提出用ラベル, 高耐久性",2268,3,0,564
3650,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家電-コピ-10004797,家電,コピー機,"ブラザー ファックス, 赤",84464,4,0,30400
3651,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家具-本棚-10004140,家具,本棚,"Bush 書庫, メタル",97008,4,0,22304
3652,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,事務用-アプ-10003100,事務用品,アプライアンス,"キッチンエイド 冷蔵庫, 赤",140784,4,0,5624
3653,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家電-コピ-10004873,家電,コピー機,"キヤノン 無線ファックス, デジタル",50440,2,0,9580
3654,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,事務用-紙-10004441,事務用品,紙,"サンディスク リーム, リサイクル",9900,5,0,490
3655,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家具-テー-10001384,家具,テーブル,"Lesro 丸型テーブル, 組み立て済み",169299.2,7,0.2,-41729.8
3656,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家電-付属-10002909,家電,付属品,"メモレックス ルータ, エコノミー",82070,5,0,29540
3657,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,家具-テー-10003399,家具,テーブル,"Barricks コーヒー テーブル, 黒",16080,1,0.2,-1006
3658,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,事務用-画材-10002367,事務用品,画材,"Stanley キャンバス, メタル",10146,3,0,4968
3659,JP-2022-2050480,2022/5/21,2022/5/25,通常配送,藤真-18820,藤戸 真弓,消費者,高槻市,大阪府,日本,関西地方,事務用-クリ-10002569,事務用品,クリップ,"Advantus 画鋲, 12 パック",2604,3,0,390
3660,JP-2022-1144928,2022/8/8,2022/8/10,セカンド クラス,宮修-12055,宮家 修,小規模事業所,伊丹市,兵庫県,日本,関西地方,事務用-クリ-10004179,事務用品,クリップ,"Accos ペーパー クリップ, 大容量パック",2808,3,0,1314
3661,JP-2022-1144928,2022/8/8,2022/8/10,セカンド クラス,宮修-12055,宮家 修,小規模事業所,伊丹市,兵庫県,日本,関西地方,事務用-紙-10002003,事務用品,紙,"ゼロックス スケジュール帳, プレミアム",4074,3,0,1014
3662,JP-2022-1144928,2022/8/8,2022/8/10,セカンド クラス,宮修-12055,宮家 修,小規模事業所,伊丹市,兵庫県,日本,関西地方,事務用-バイ-10003326,事務用品,バインダー,"Ibico 穴あけパンチ, エコノミー",10150,5,0,1520
3663,JP-2020-2044587,2020/3/17,2020/3/18,ファースト クラス,東学-17125,東郷 学,消費者,松山市,愛媛県,日本,四国,事務用-文房-10000649,事務用品,文房具,"Stiletto ペーパー ナイフ, 青",5676,3,0,2664
3664,JP-2020-2844957,2020/8/25,2020/8/29,通常配送,鷲正-16855,鷲田 正男,大企業,堺市堺区,大阪府,日本,関西地方,事務用-紙-10000666,事務用品,紙,"サンディスク メモ用紙, プレミアム",7924,7,0,2366
3665,JP-2020-2844957,2020/8/25,2020/8/29,通常配送,鷲正-16855,鷲田 正男,大企業,堺市堺区,大阪府,日本,関西地方,事務用-紙-10000988,事務用品,紙,"サンディスク スケジュール帳, プレミアム",1588,1,0,78
3666,JP-2022-1686960,2022/11/26,2022/12/3,通常配送,桜健-16330,桜井 健三,大企業,美馬郡つるぎ町,徳島県,日本,四国,家電-電話-10000483,家電,電話機,"サムスン オフィス用電話機, フル サイズ",22170,5,0,425
3667,JP-2021-1006716,2021/2/16,2021/2/20,通常配送,和明-18685,和栗 明美,小規模事業所,出水市,鹿児島県,日本,九州,事務用-保管-10000150,事務用品,保管箱,"Fellowes ファイル カート, 業務用",36744,4,0,728
3668,JP-2021-1231656,2021/5/30,2021/6/4,通常配送,藤直-10990,藤ケ崎 直美,大企業,福山市,広島県,日本,中国地方,家具-本棚-10001537,家具,本棚,"イケア 棚セット, 白",80668,7,0,2408
3669,JP-2021-1231656,2021/5/30,2021/6/4,通常配送,藤直-10990,藤ケ崎 直美,大企業,福山市,広島県,日本,中国地方,家電-事務-10004033,家電,事務機器,"コニカ 計算機, マルチカラー",20652,6,0,4128
3670,JP-2020-1909310,2020/12/30,2021/1/4,通常配送,更翼-21010,更谷 翼,消費者,伊勢市,三重県,日本,関西地方,事務用-文房-10003701,事務用品,文房具,"Elite 定規, 青",1104,2,0.4,-592
3671,JP-2020-1909310,2020/12/30,2021/1/4,通常配送,更翼-21010,更谷 翼,消費者,伊勢市,三重県,日本,関西地方,家電-電話-10002395,家電,電話機,"シスコ オフィス用電話機, 各種サイズ",19994.4,6,0.4,-12819.6
3672,JP-2020-1909310,2020/12/30,2021/1/4,通常配送,更翼-21010,更谷 翼,消費者,伊勢市,三重県,日本,関西地方,事務用-紙-10001872,事務用品,紙,"Eaton 硫酸紙, リサイクル",4281.6,8,0.4,-2214.4
3673,JP-2022-2776388,2022/11/27,2022/11/30,ファースト クラス,関海-16930,関森 海斗,大企業,大分市,大分県,日本,九州,事務用-文房-10000531,事務用品,文房具,"Elite はさみ, 長方形",5128,4,0,608
3674,JP-2020-1162691,2020/1/8,2020/1/10,ファースト クラス,黒和-12175,黒島 和子,大企業,横須賀市,神奈川県,日本,関東地方,事務用-画材-10002768,事務用品,画材,"Binney & Smith スケッチ帳, メタル",9516,3,0,0
3675,JP-2020-1162691,2020/1/8,2020/1/10,ファースト クラス,黒和-12175,黒島 和子,大企業,横須賀市,神奈川県,日本,関東地方,事務用-アプ-10000542,事務用品,アプライアンス,"ハミルトンビーチ トースター, 赤",7668,2,0,2528
3676,JP-2020-1162691,2020/1/8,2020/1/10,ファースト クラス,黒和-12175,黒島 和子,大企業,横須賀市,神奈川県,日本,関東地方,事務用-文房-10002232,事務用品,文房具,"Stiletto はさみ, 青",6296,4,0,2896
3677,JP-2020-1162691,2020/1/8,2020/1/10,ファースト クラス,黒和-12175,黒島 和子,大企業,横須賀市,神奈川県,日本,関東地方,家電-事務-10003516,家電,事務機器,"コニカ 計算機, 高耐久性",10350,3,0,4860
3678,JP-2020-1162691,2020/1/8,2020/1/10,ファースト クラス,黒和-12175,黒島 和子,大企業,横須賀市,神奈川県,日本,関東地方,事務用-封筒-10000708,事務用品,封筒,"Jiffy 社内用封筒, リサイクル",9048,3,0,4428
3679,JP-2022-1673343,2022/2/25,2022/2/28,通常配送,加朋-15430,加倉井 朋美,消費者,十和田市,青森県,日本,東北地方,事務用-保管-10003958,事務用品,保管箱,"Tenex フォルダ, フル サイズ",4650,3,0,255
3680,JP-2022-2850836,2022/3/13,2022/3/15,ファースト クラス,尾智-20950,尾高 智子,大企業,新宿区,東京都,日本,関東地方,家具-椅子-10003787,家具,椅子,"Hon ロッキング チェア, 調整可能",7542.9,1,0.15,442.9
3681,JP-2022-2850836,2022/3/13,2022/3/15,ファースト クラス,尾智-20950,尾高 智子,大企業,新宿区,東京都,日本,関東地方,事務用-文房-10002023,事務用品,文房具,"Stiletto はさみ, 業務用",7148.5,5,0.15,1088.5
3682,JP-2019-2851775,2019/5/21,2019/5/23,セカンド クラス,芳遥-13240,芳沢 遥,小規模事業所,茨木市,大阪府,日本,関西地方,家具-椅子-10002765,家具,椅子,"Novimex 椅子用マット, 2 つセット",11718,3,0,348
3683,JP-2019-2851775,2019/5/21,2019/5/23,セカンド クラス,芳遥-13240,芳沢 遥,小規模事業所,茨木市,大阪府,日本,関西地方,家具-椅子-10003459,家具,椅子,"Harbour Creations 肘掛け椅子, 黒",62824,2,0,12564
3684,JP-2022-2387550,2022/1/17,2022/1/22,通常配送,大康-19930,大音 康平,消費者,伊豆の国市,静岡県,日本,中部地方,事務用-クリ-10003119,事務用品,クリップ,"Stockwell 押しピン, 各種サイズ",3200.4,7,0.4,-2133.6
3685,JP-2022-2387550,2022/1/17,2022/1/22,通常配送,大康-19930,大音 康平,消費者,伊豆の国市,静岡県,日本,中部地方,事務用-バイ-10000720,事務用品,バインダー,"カーディナル バインダー, クリア",2658,5,0.4,308
3686,JP-2021-2223076,2021/1/15,2021/1/20,通常配送,山海-13660,山仲 海斗,消費者,石巻市,宮城県,日本,東北地方,事務用-保管-10000943,事務用品,保管箱,"Eldon 棚, メタル",31660,10,0,7280
3687,JP-2021-2223076,2021/1/15,2021/1/20,通常配送,山海-13660,山仲 海斗,消費者,石巻市,宮城県,日本,東北地方,事務用-文房-10003315,事務用品,文房具,"Elite ペーパー ナイフ, 長方形",12800,8,0,4864
3688,JP-2019-1995429,2019/10/8,2019/10/10,ファースト クラス,国雄-14905,国谷 雄大,消費者,東大阪市,大阪府,日本,関西地方,事務用-ラベ-10001197,事務用品,ラベル,"Novimex 丸型ラベル, 調整可能",556,2,0,24
3689,JP-2022-2269933,2022/8/15,2022/8/18,セカンド クラス,蘇真-21160,蘇武 真一,大企業,北上市,岩手県,日本,東北地方,家具-家具-10002003,家具,家具,"Rubvermaid 時計, マルチパック",4017.6,2,0.4,-2346.4
3690,JP-2020-1118938,2020/7/26,2020/8/1,通常配送,黒麗-19210,黒河 麗華,大企業,芦屋市,兵庫県,日本,関西地方,家電-電話-10000588,家電,電話機,"サムスン 信号ブースター, 各種サイズ",27888,3,0,255
3691,JP-2020-1118938,2020/7/26,2020/8/1,通常配送,黒麗-19210,黒河 麗華,大企業,芦屋市,兵庫県,日本,関西地方,事務用-画材-10003313,事務用品,画材,"Boston 蛍光ペン, 青",2516,2,0,500
3692,JP-2020-1118938,2020/7/26,2020/8/1,通常配送,黒麗-19210,黒河 麗華,大企業,芦屋市,兵庫県,日本,関西地方,家電-事務-10001010,家電,事務機器,"コニカ プリンター, 赤",52998,3,0,17484
3693,JP-2022-1218413,2022/12/27,2022/12/27,即日配送,猪真-10315,猪田 真,消費者,富士市,静岡県,日本,中部地方,事務用-紙-10001892,事務用品,紙,"エナーマックス メモ用紙, プレミアム",1252.8,2,0.4,-543.2
3694,JP-2019-1317785,2019/5/25,2019/5/29,通常配送,矢翔-18010,矢幡 翔太,大企業,福井市,福井県,日本,中部地方,事務用-ラベ-10000756,事務用品,ラベル,"Avery 色分けラベル, 赤",874,1,0,226
3695,JP-2019-1317785,2019/5/25,2019/5/29,通常配送,矢翔-18010,矢幡 翔太,大企業,福井市,福井県,日本,中部地方,事務用-封筒-10003868,事務用品,封筒,"Ames 社内用封筒, 50 枚セット",6016,2,0,240
3696,JP-2019-1317785,2019/5/25,2019/5/29,通常配送,矢翔-18010,矢幡 翔太,大企業,福井市,福井県,日本,中部地方,事務用-文房-10003506,事務用品,文房具,"Fiskars 大型のはさみ, 長方形",5912,2,0,2480
3697,JP-2021-1500710,2021/3/27,2021/4/1,通常配送,宮誠-10570,宮前 誠,消費者,枚方市,大阪府,日本,関西地方,家電-付属-10003787,家電,付属品,"ベルキン メモリ カード, プログラミング可能",46524,6,0,12096
3698,JP-2021-1500710,2021/3/27,2021/4/1,通常配送,宮誠-10570,宮前 誠,消費者,枚方市,大阪府,日本,関西地方,事務用-アプ-10004533,事務用品,アプライアンス,"クイジナート コンロ, 白",107286,3,0,40764
3699,JP-2021-1500710,2021/3/27,2021/4/1,通常配送,宮誠-10570,宮前 誠,消費者,枚方市,大阪府,日本,関西地方,事務用-アプ-10001628,事務用品,アプライアンス,"キッチンエイド コーヒーミル, シルバー",18992,4,0,4936
3700,JP-2022-1995429,2022/7/12,2022/7/16,通常配送,佐丈-10735,佐々本 丈夫,消費者,豊田市,愛知県,日本,中部地方,家具-椅子-10002557,家具,椅子,"Hon ビーチ チェア, 調整可能",19056,6,0,2856
3701,JP-2020-1338137,2020/11/16,2020/11/21,通常配送,船一-13045,船見 一樹,大企業,東大阪市,大阪府,日本,関西地方,事務用-アプ-10000975,事務用品,アプライアンス,"ブレビル コーヒーミル, 黒",8172,2,0,1796
3702,JP-2020-1532078,2020/11/27,2020/12/4,通常配送,加美-14935,加賀 美月,大企業,出水市,鹿児島県,日本,九州,事務用-保管-10004987,事務用品,保管箱,"Rogers 棚, メタル",12240,3,0,5994
3703,JP-2020-1741200,2020/4/5,2020/4/11,通常配送,松彩-20305,松家 彩花,消費者,高松市,香川県,日本,四国,家電-付属-10000034,家電,付属品,"メモレックス キーパッド, 高耐久性",6056,2,0,2844
3704,JP-2019-1072826,2019/10/13,2019/10/17,通常配送,山真-14350,山脇 真美,消費者,彦根市,滋賀県,日本,関西地方,事務用-クリ-10000867,事務用品,クリップ,"Advantus 押しピン, 各種サイズ",2376,3,0,1044
3705,JP-2020-2219144,2020/6/14,2020/6/17,ファースト クラス,丸翼-19735,丸岡 翼,消費者,富田林市,大阪府,日本,関西地方,家具-本棚-10000225,家具,本棚,"Safco コーナー シェルフ, メタル",49640,5,0,24820
3706,JP-2022-2368305,2022/9/9,2022/9/12,ファースト クラス,中葵-16645,中塩 葵,消費者,久慈市,岩手県,日本,東北地方,事務用-バイ-10001094,事務用品,バインダー,"Avery タブ, クリア",231.6,1,0.4,7.6
3707,JP-2022-2093293,2022/6/16,2022/6/20,通常配送,井海-14425,井狩 海斗,消費者,鈴鹿市,三重県,日本,関西地方,事務用-文房-10000664,事務用品,文房具,"Kleencut カッター ナイフ, 青",1386,1,0.4,-902
3708,JP-2019-2866822,2019/12/8,2019/12/15,通常配送,印実-18070,印南 実,小規模事業所,春日井市,愛知県,日本,中部地方,家電-コピ-10001508,家電,コピー機,"ブラザー コピー機, 2 つセット",87430,5,0,2620
3709,JP-2019-1121029,2019/5/20,2019/5/27,通常配送,本紅-15145,本原 紅子,大企業,堺市堺区,大阪府,日本,関西地方,事務用-封筒-10000343,事務用品,封筒,"Ames 茶封筒, シルバー",3612,2,0,1480
3710,JP-2019-1121029,2019/5/20,2019/5/27,通常配送,本紅-15145,本原 紅子,大企業,堺市堺区,大阪府,日本,関西地方,事務用-封筒-10001555,事務用品,封筒,"Cameo 社内用封筒, リサイクル",9246,3,0,1662
